Law ID,State,State Postal Abbreviation,FIPS Code,Type of Law,Effect,Type of Change,Effective Date,Effective Date Note,Effective Date Month,Effective Date Day,Effective Date Year,Statutory Citation,Content,Supercession Date,Controlling Law at Beginning of Period (1979),Age for Minimum Age Laws,"Length of Waiting Period (days, handguns)",Additional Context and Notes,Caveats and Ambiguities,Exception Code,Updated Contents?
TN1009,Tennessee,TN,47,Carrying a concealed weapon (CCW) - prohibited,Restrictive,Implement,1/1/1932,see caveats and ambiguities about this date,1,1,1932,Tenn. Code § 11007 (1932),"Any person who shall carry in any manner whatever, with the intent to go armed, any razor, dirk, bowie knife or other knife of like form, shape or size, sword cane, slung shot, black jack, brass knucks, Spanish stiletto, or any pistol or revolver of any kind whatever, except the army or navy pistol which shall be carried openly in the hand, or any other dangerous weapon, shall be guilty of a misdemeanor.",11/1/1989,1,,,,Unclear what year this law was first implemented.,,1
TN1010,Tennessee,TN,47,Carrying a concealed weapon (CCW) - shall issue,Permissive,Modify,10/1/1996,,10,1,1996,Tenn. Code Ann. § 39-17-1351,"Except as provided in subsection (r), any resident of Tennessee who is a United States citizen or lawful permanent resident, as defined by?§ 55-50-102, may apply to the department of safety for a handgun carry permit. If the applicant is not prohibited from possessing a firearm in this state pursuant to?§ 39-17-1307(b),?18 U.S.C. § 922(g), or any other state or federal law, and the applicant otherwise meets all of the requirements of this section, the department shall issue a permit to the applicant.",,,,,,"Vernick and Hepburn (2003) state the year of implementation as 1996. Aneja, Donohue, and Zhang (2014) explain why the 1996 law is more appropriate, and we agree.",,1
SC1006,South Carolina,SC,45,Castle Doctrine,Permissive,Implement,1/2/1900,"Not sure about year, so using 1/1/1900.",1,1,1900,,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",6/9/2006,1,,,"See Catalfamo (2007), p. 509.",,D,1
SD1006,South Dakota,SD,46,Castle Doctrine - Stand Your Ground,Permissive,Modify,7/1/2006,,7,1,2006,S.D. Laws § 22-18-4,"However, the person is justified in the use of deadly force only as provided in?§§ 22-16-34?and?22-16-35. A person does not have a duty to retreat if the person is in a place where he or she has a right to be.",,,,,,,,1
SD1005,South Dakota,SD,46,Castle Doctrine,Permissive,Implement,1/2/1900,"Not sure about year, so using 1/1/1900.",1,1,1900,,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",7/1/2006,1,,,"See Catalfamo (2007), p. 509.",,D,1
TN1014,Tennessee,TN,47,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
TN1015,Tennessee,TN,47,"Child access laws - intentional, reckless, or knowing provision",Restrictive,Implement,4/15/1994,,4,15,1994,Tenn. Code Ann. § 39-17-1320,"(a)  It is an offense for a person intentionally, knowingly or recklessly to provide a handgun with or without remuneration to any person that the person providing the handgun knows or has reason to believe is a juvenile in violation of § 39-17-1319.
(b)  It is an offense for a parent or guardian intentionally, knowingly or recklessly to provide a handgun to a juvenile or permit a juvenile to possess a handgun, if such parent or guardian knows of a substantial risk that such juvenile will use a handgun to commit a felony.
(c)  Unlawfully providing or permitting a juvenile to possess a handgun in violation of subsection (a) is a Class A misdemeanor and in violation of subsection (b) is a Class D felony.",,,,,,,,1
TN1016,Tennessee,TN,47,Dealer license - handguns,Permissive,Implement,3/14/1961,,3,14,1961,Tenn. Code Ann. § 39-4904,"Provided however, before any person, firm or corporation shall engage in the business of selling, offering for sale, giving away or otherwise disposing of any pistol, revolver or other hand gun, such person, firm or corporation shall obtain from the Commissioner of Revenue a permit to engage in such business in the State of Tennessee. The fee for the issuance of such a permit shall be Ten Dollars ($10.00) per year,
and said permit when issued shall expire by its own terms on the 31st day of December of each year.",,1,,,,,,
TN1017,Tennessee,TN,47,Minimum age for youth possession - handguns,,,,,,,,,No law imposing minimum age for youth possession of handguns,,1,,,,,H,
TN1018,Tennessee,TN,47,Minimum purchase and sale age - long guns,Restrictive,Implement,11/1/1989,,11,1,1989,Tenn. Code Ann. § 39-17-1303,"(a) A person commits an offense who:
   (1) Intentionally, knowingly, or recklessly sells, loans or makes a gift of a firearm to a minor ….   (d) An offense under this section is a Class A misdemeanor.",,,18,,Tenn. Code Ann. § 39-11-106(a)(23) defines minor as under 18.,,,
TN1019,Tennessee,TN,47,Minimum purchase and sale age - handguns,,,,,,,,,No law imposing minimum purchase and sale age for handguns,,1,,,,,H,
TN1020,Tennessee,TN,47,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
TN1021,Tennessee,TN,47,Open Carry license required - handguns,Permissive,Implement,7/1/1997,,7,1,1997,"Tenn. Code Ann. §§ 39-17-1308(a)(2), 1351","?It is a defense to the application of?§ 39-17-1307?if the possession or carrying was:(2) By a person authorized to possess or carry a firearm pursuant to § 39-17-1315 or § 39-17-1351.
",,,,,,,,
TN1022,Tennessee,TN,47,Open Carry not restricted - long guns,,,,,,,,,No law restricting open carry for long guns,,1,,,,,,
TN1023,Tennessee,TN,47,Open Carry prohibited - loaded long guns,Restrictive,Implement,11/1/1989,,11,1,1989,Tenn. Code Ann. §§ 39-17-1308(a)(1),"It is a defense to the application of?§ 39-17-1307?if the possession or carrying was: (1) Of an unloaded rifle, shotgun or handgun not concealed on or about the person and the ammunition for the weapon was not in the immediate vicinity of the person or weapon;",,,,,,,,
TN1024,Tennessee,TN,47,Registration - handguns,,,,,,,,,No law requiring registration of handguns,,1,,,,,,
TN1025,Tennessee,TN,47,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
TN1026,Tennessee,TN,47,"Child access laws - intentional, reckless, or knowing provision",,,,,,,,,"No law imposing child access laws - intentional, reckless, or knowing provision",,1,,,,,,
TN1027,Tennessee,TN,47,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
TN1028,Tennessee,TN,47,Minimum purchase and sale age - handguns,Restrictive,Implement,11/1/1989,,11,1,1989,Tenn. Code Ann. § 39-17-1303,"(a) A person commits an offense who:
   (1) Intentionally, knowingly, or recklessly sells, loans or makes a gift of a firearm to a minor ….   (d) An offense under this section is a Class A misdemeanor.",,,18,,Tenn. Code Ann. § 39-11-106(a)(23) defines minor as under 18.,,,
TN1029,Tennessee,TN,47,Minimum purchase and sale age - long guns,,,,,,,,,No law imposing minimum purchase and sale age for long guns,,1,,,,,,
TN1030,Tennessee,TN,47,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,,
TN1031,Tennessee,TN,47,Waiting period - handguns,Restrictive,Implement,3/19/1959,,3,19,1959,Tenn. Code Ann. § 39-4904(b),"Any person desiring to purchase a pistol or sidearm as above provided shall certify to the seller that the purchaser is not one of those listed above as prohibited from legal sale of a firearm, and the person having the gun for sale, whether a firearms dealer engaged in the business of selling firearms, new or used, or any other person, shall file with the sheriff of the county wherein the sale is to be made, and with the chief of police if the sale be within a municipality, a copy of the certificate as notice to the law enforcement officer of the pending sale. The certificate must also show the purpose for which the gun is to be used. If, after three (3) days from the time of the receipt of the notice, the sheriff and/or chief of police make no objection tending to show that the proposed purchaser is in fact prohibited by law from legal purchase, as set out above, the sale may be consummated and the gun delivered to the purchaser, together with a bill of sale.",6/14/1989,1,,3,,,,
TN1032,Tennessee,TN,47,Waiting period - handguns,Restrictive,Modify,6/14/1989,,6,14,1989,Tenn. Code Ann. § 39-17-1316(b),"(b)  Any person desiring to purchase a pistol or sidearm as above provided shall certify to the seller that the purchaser is not one of those listed above as prohibited from legal sale of a firearm, and the person having the gun for sale, whether a firearms dealer engaged in the business of selling firearms, new or used, or any other person, shall file with the sheriff of the county wherein the sale is to be made, and with the chief of police if the sale be within a municipality, a copy of the certificate as notice to the law enforcement officer of the pending sale. The certificate must also show the purpose for which the gun is to be used. If, after fifteen (15) days from the time of the receipt of the notice, the sheriff and/or chief of police make no objection tending to show that the proposed purchaser is in fact prohibited by law from legal purchase, as set out above, the sale may be consummated and the gun delivered to the purchaser, together with a bill of sale. The fifteen (15) days' notice of pending sale provided for above must be made by registered mail, return receipt requested, unless the officer or officers, as the case may be, personally acknowledges receipt of the notice. The certificate to be filed with the law enforcement officer shall carry the right thumb print of the applicant along with information as to race, height, weight, age, color of eyes, color of hair and sex of the applicant. The sheriff and/or chief of police may issue a written approval of the certificate, after investigation, within the fifteen (15) day waiting period.",5/19/1998,,,15,,,,
TN1033,Tennessee,TN,47,Waiting period - handguns,Permissive,Repeal,5/19/1998,,5,19,1998,Tenn. Code Ann. § 39-17-1316(b),Repealed.,,,,,,,,
TN1034,Tennessee,TN,47,Prohibited possessor - DVRO - Expanded - Surrender,Restrictive,Implement,7/2/2009,,7,2,2009,Tenn. Code Ann. §§ 39-17-1307(f)(1)(B);  36-3-625; 36-3-601(5)(C),"?39-17-1307(f)(1)(B): A person commits an offense who possesses a firearm, as defined in 39-11-106(a), and: (B) Is, at the time of the possession, subject to an order of protection that fully complies with 18 U.S.C. ?922(g)(8). ?36-3-625: (a) Upon issuance of an order of protection that fully complies with 18 U.S.C. ?922(g)(8), the order shall include on its face the following disclosures:
(1) That the respondent is required to dispossess the respondent by any lawful means, such as transferring possession to a third party who is not prohibited from possessing firearms, of all firearms the respondent possesses within forty-eight (48) hours of the issuance of the order;
(2) That the respondent is prohibited from possessing a firearm for so long as the order of protection or any successive order of protection is in effect, and may reassume possession of the dispossessed firearm at such time as the order expires or is otherwise no longer in effect. 36-3-601(5): Domestic abuse victim means any person who falls within the following categories: (C) Adults or minors who are dating or who have dated or who have or had a sexual relationship. As used herein, “dating” and “dated” do not include fraternization between two (2) individuals in a business or social context;",,,,,,,,
TN1035,Tennessee,TN,47,Prohibited Possessor - ERPO,,,,,,,,,No law prohibiting possession of firearms by individuals subject to ERPO,,1,,,,,,
TN1036,Tennessee,TN,47,Prohibited possessor - DVRO,,,,,,,,,No law prohibiting individuals subject to DVRO from possessing firearms,,1,,,,,,
TN1037,Tennessee,TN,47,Minimum age for youth possession - long guns,,,,,,,,,No law imposing minimum age for youth possession of long guns,,1,,,,,,
TN1038,Tennessee,TN,47,Prohibited possessor - Mental health,,,,,,,,,No law prohibiting individuals with mental health issues from possessing firearms,,1,,,,,,
TN1039,Tennessee,TN,47,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,2/28/1994,,2,28,1994,18 U.S.C.A. § 922(t),"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 
(A) after the most recent proposal of such transfer by the transferee— 
(i) the transferor has— 
(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 
(II) verified the identity of the transferee by examining the identification document presented; 
(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 
(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transfere",,,,,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),,,1
TN1040,Tennessee,TN,47,Background checks for sales from dealers – Federal – long guns,Restrictive,Implement,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,,,1
TN1041,Tennessee,TN,47,Open Carry not restricted - handguns,,,,,,,,,No law restricting open carry for handguns,,1,,,,,,
TN1042,Tennessee,TN,47,Firearm Ban,,,,,,,,,No law imposing any firearm ban,,1,,,,,,
TN1043,Tennessee,TN,47,Permit to Purchase - handguns,,,,,,,,,No law requiring permit for the purchase of a handgun,,1,,,,,,
TN1044,Tennessee,TN,47,Permit to Purchase - long guns,,,,,,,,,No law requiring permit for the purchase of a long gun,,1,,,,,,
TX1001,Texas,TX,48,Background checks for private sales - handguns,,,,,,,,,No law requiring background checks for private sales of handguns,,1,,,,,,
TX1002,Texas,TX,48,Background checks for sales from dealers - handguns,,,,,,,,,No law requiring background checks for sales from dealers of handguns,,1,,,,,,
TX1003,Texas,TX,48,Carrying a concealed weapon (CCW) - prohibited,Restrictive,Implement,,"Not sure about day + month, so using January 1.",1,1,1876,"Tex. Penal Code §§ 46.02, 46.03","?46.02. Unlawful Carrying of Weapons.
(a) A person commits an offense if he intentionally, knowingly, or recklessly carries on or about his person a handgun, illegal knife, or club.
?46.03.  Non-Applicable.
(a) The provisions of Section 46.02 of this code do not apply to a person:
(1) in the actual discharge of his official duties as a member of the armed forces or state military forces as defined by Section 431.001, Government Code, or as a guard employed by a penal institution;
(2) on his own premises or premises under his control unless he is an employee or agent of the owner of the premises and his primary responsibility is to act in the capacity of a security guard to protect persons or property, in which event he must comply with Subdivision (5) of this subsection;
(3) traveling;
(4) engaging in lawful hunting, fishing, or other sporting activity if the weapon is a type commonly used in the activity;
(5) who holds a security officer commission issued by the Texas Board of Private Investigators and Private Security Agencies, if: ...",1/1/1996,1,,,,,D,1
TX1004,Texas,TX,48,Carrying a concealed weapon (CCW) - shall issue,Permissive,Modify,1/1/1996,,1,1,1996,Tex. Gov’t Code § 411.177(a),The department shall issue a license to carry a handgun to an applicant if the applicant meets all the eligibility requirements and submits all the application materials. The department shall administer the licensing procedures in good faith so that any applicant who meets all the eligibility requirements and submits all the application materials shall receive a license. The department may not deny an application on the basis of a capricious or arbitrary decision by the department.,,,,,,,,1
TN1011,Tennessee,TN,47,Castle Doctrine,Permissive,Modify,11/1/1989,,11,1,1989,"1989 Pub.Acts, c. 591, § 1","Any person using force intended or likely to cause death or serious bodily injury within their own residence shall be presumed to have held a reasonable fear of imminent peril of death or serious bodily injury to self, family or member of the household when that force is used against another person, not a member of the family or household, who unlawfully and forcibly enters or has forcibly entered the residence and the person using the force knew or had reason to believe that an unlawful and forcible entry occurred.",5/22/2007,,,,,,,1
TN1013,Tennessee,TN,47,Castle Doctrine - Stand Your Ground,Permissive,Modify,5/22/2007,,5,22,2007,Tenn. Ann. Code § 39-11-611(b),"Notwithstanding?§ 39-17-1322, a person who is not engaged in unlawful activity and is in a place where the person has a right to be has no duty to retreat before threatening or using force against another person when and to the degree the person reasonably believes the force is immediately necessary to protect against the other's use or attempted use of unlawful force. (2) Notwithstanding?§ 39-17-1322, a person who is not engaged in unlawful activity and is in a place where the person has a right to be has no duty to retreat before threatening or using force intended or likely to cause death or serious bodily injury, if:
(A) The person has a reasonable belief that there is an imminent danger of death or serious bodily injury;
(B) The danger creating the belief of imminent death or serious bodily injury is real, or honestly believed to be real at the time; and
(C) The belief of danger is founded upon reasonable grounds.",,,,,,,,1
TX1007,Texas,TX,48,"Child access laws - intentional, reckless, or knowing provision",,,,,,,,,"No law imposing child access laws - intentional, reckless, or knowing provision",,1,,,,,,
TX1008,Texas,TX,48,Child access laws - negligent storage (CAP),Restrictive,Implement,9/1/1995,,9,1,1995,Tex. Penal Code § 46.13(b),"A person commits an offense if a child gains access to a readily dischargeable firearm and the person with criminal negligence:
(1) failed to secure the firearm; or
(2) left the firearm in a place to which the person knew or should have known the child would gain access.",,,,,,,,1
TX1009,Texas,TX,48,Dealer license - handguns,,,,,,,,,No law requiring dealer license for handguns,,1,,,,,,
TX1010,Texas,TX,48,Minimum age for youth possession - handguns,,,,,,,,,No law imposing minimum age for youth possession of handguns,,1,,,,,H,
TX1011,Texas,TX,48,Minimum purchase and sale age - long guns,Restrictive,Implement,1/1/1974,,1,1,1974,Tex. Penal Code § 46.06(a)(2),"A person commits an offense if the person:
     (2) intentionally or knowingly sells, rents, leases, or gives or offers to sell, rent, lease, or give to any child younger than 18 years any firearm, club, or illegal knife;",,1,18,,,,,
TX1012,Texas,TX,48,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
TX1013,Texas,TX,48,Open Carry license required - handguns (limited),Permissive,Modify,6/20/1997,,6,20,1997,Tex. Penal Code § 46.15(b)(6),"(b)?Section 46.02?does not apply to a person who: (6) is carrying:
(A) a license issued under Subchapter H, Chapter 411, Government Code, to carry a handgun; and
(B) a handgun:
(i) in a concealed manner; or
(ii) in a shoulder or belt holster;
",,,,,,,,
TX1014,Texas,TX,48,Open Carry prohibited - handguns,Permissive,Implement,1/1/1974,,1,1,1974,Tex. Penal Code § 46.02,"A person commits an offense if the person intentionally, knowingly, or recklessly carries on or about his or her person a handgun, illegal knife, or club if the person is not:
(1) on the person's own premises or premises under the person's control; or
(2) inside of or directly en route to a motor vehicle or watercraft that is owned by the person or under the person's control.",,1,,,,,,
TX1015,Texas,TX,48,Registration - handguns,,,,,,,,,No law requiring registration of handguns,,1,,,,,,
TX1016,Texas,TX,48,Waiting period - handguns,,,,,,,,,No law imposing waiting period for purchase of handguns,,1,,,,,G,
TX1017,Texas,TX,48,Background checks for private sales - long guns,,,,,,,,,No law requiring background checks for private sales of long guns,,1,,,,,,
TX1018,Texas,TX,48,Background checks for sales from dealers - long guns,,,,,,,,,No law requiring background checks for sales from dealers of long guns,,1,,,,,,
TX1019,Texas,TX,48,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
TX1020,Texas,TX,48,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
TX1021,Texas,TX,48,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
TX1022,Texas,TX,48,Minimum purchase and sale age - handguns,Restrictive,Implement,1/1/1974,,1,1,1974,Tex. Penal Code § 46.06(a)(2),"A person commits an offense if the person:
     (2) intentionally or knowingly sells, rents, leases, or gives or offers to sell, rent, lease, or give to any child younger than 18 years any firearm, club, or illegal knife;",,1,18,,,,,
TX1023,Texas,TX,48,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,,
TX1024,Texas,TX,48,Prohibited possessor - DVRO,Restrictive,Implement,9/1/1983,,9,1,1983,Texas Pen. Code § 25.07(a),"A person commits an offense if, in violation of a condition of bond set in a family violence, sexual assault or abuse, stalking, or trafficking case and related to the safety of a victim or the safety of the community, an order issued under Chapter 7A, Code of Criminal Procedure, an order issued under Article 17.292, Code of Criminal Procedure , an order issued under Section 6.504, Family Code , Chapter 83, Family Code, if the temporary ex parte order has been served on the person, Chapter 85, Family Code, or Subchapter F, Chapter 261, Family Code, or an order issued by another jurisdiction as provided by Chapter 88, Family Code, the person knowingly or intentionally:

(1)?commits family violence or an act in furtherance of an offense under Section 20A.02 , 22.011 , 22.021 , or 42.072 ;

(2)?communicates:

(A)?directly with a protected individual or a member of the family or household in a threatening or harassing manner;

(B)?a threat through any person to a protected individual or a member of the family or household; ?or

(C)?in any manner with the protected individual or a member of the family or household except through the person's attorney or a person appointed by the court, if the violation is of an order described by this subsection and the order prohibits any communication with a protected individual or a member of the family or household;

(3)?goes to or near any of the following places as specifically described in the order or condition of bond:

(A)?the residence or place of employment or business of a protected individual or a member of the family or household; ?or

(B)?any child care facility, residence, or school where a child protected by the order or condition of bond normally resides or attends;

(4)?possesses a firearm;

(5)?harms, threatens, or interferes with the care, custody, or control of a pet, companion animal, or assistance animal that is possessed by a person protected by the order or condition of bond; ?or

(6)?removes, attempts to remove, or otherwise tampers with the normal functioning of a global positioning monitoring system.",,,,,Date from Vigdor and Mercy 2006,,,
TX1025,Texas,TX,48,Prohibited possessor - DVRO - Expanded,Restrictive,Modify,9/1/2001,,9,1,2001,Tex. Fam. Code Ann. §§ 71.0021,"“Dating violence” means an act by an individual that is against another individual with whom that person has or has had a dating relationship and that is intended to result in physical harm, bodily injury, assault, or sexual assault or that is a threat that reasonably places the individual in fear of imminent physical harm, bodily injury, assault, or sexual assault, but does not include defensive measures to protect oneself",,,,,,,,
TX1026,Texas,TX,48,Prohibited possessor - DVRO - Ex parte,Restrictive,Implement,1/1/2008,,1,1,2008,Texas Pen. Code § 25.07(a); Tex. Fam. Code Ann. § 71.0021,"?25.07(a A person commits an offense if, in violation of a condition of bond set in a family violence, sexual assault or abuse, stalking, or trafficking case and related to the safety of a victim or the safety of the community, an order issued under Chapter 7A, Code of Criminal Procedure, an order issued underrticle 17.292, Code of Criminal Procedure, an order issued underection 6.504, Family Code, Chapter 83, Family Code, if the temporary ex parte order has been served on the person, or Chapter 85, Family Code, or an order issued by another jurisdiction as provided by Chapter 88, Family Code, the person knowingly or intentionally: (4) possesses a firearm. ?71.0021: Dating violence means an act by an individual that is against another individual with whom that person has or has had a dating relationship and that is intended to result in physical harm, bodily injury, assault, or sexual assault or that is a threat that reasonably places the individual in fear of imminent physical harm, bodily injury, assault, or sexual assault, but does not include defensive measures to protect oneself",,,,,,,,
TX1027,Texas,TX,48,Safety training required - handguns,,,,,,,,,No law requiring safety training for handguns,,1,,,,,,
TX1028,Texas,TX,48,Prohibited Possessor - ERPO,,,,,,,,,No law prohibiting possession of firearms by individuals subject to ERPO,,1,,,,,,
TX1029,Texas,TX,48,Prohibited possessor - DVRO,,,,,,,,,No law prohibiting individuals subject to DVRO from possessing firearms,,1,,,,,,
TX1030,Texas,TX,48,Safety training required - long guns,,,,,,,,,No law requiring safety training for long guns,,1,,,,,,
TX1031,Texas,TX,48,Minimum age for youth possession - long guns,,,,,,,,,No law imposing minimum age for youth possession of long guns,,1,,,,,,
TX1032,Texas,TX,48,Prohibited possessor - Mental health,,,,,,,,,No law prohibiting individuals with mental health issues from possessing firearms,,1,,,,,,
TX1033,Texas,TX,48,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,2/28/1994,,2,28,1994,18 U.S.C.A. § 922(t),"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 
(A) after the most recent proposal of such transfer by the transferee— 
(i) the transferor has— 
(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 
(II) verified the identity of the transferee by examining the identification document presented; 
(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 
(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transfere",,,,,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),,,1
TX1034,Texas,TX,48,Background checks for sales from dealers – Federal – long guns,Restrictive,Implement,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,,,1
TX1035,Texas,TX,48,Open Carry not restricted - long guns,,,,,,,,,No law restricting open carry for long guns,,1,,,,,,
TX1036,Texas,TX,48,Firearm Ban,,,,,,,,,No law imposing any firearm ban,,1,,,,,,
TX1037,Texas,TX,48,Permit to Purchase - handguns,,,,,,,,,No law requiring permit for the purchase of a handgun,,1,,,,,,
TX1038,Texas,TX,48,Permit to Purchase - long guns,,,,,,,,,No law requiring permit for the purchase of a long gun,,1,,,,,,
UT1001,Utah,UT,49,Background checks for private sales - handguns,,,,,,,,,No law requiring background checks for private sales of handguns,,1,,,,,,
UT1002,Utah,UT,49,Background checks for sales from dealers - handguns,Permissive,Implement,2/28/1994,,2,28,1994,Utah Code Ann. § 76-10-526,"§ 76-10-526.  Criminal background check prior to purchase of a handgun.
(1) To establish personal identification and residence in this state for purposes of this part, a dealer shall require any person receiving a handgun to present:
(a) one photo identification on a form issued by a governmental agency of the state; and
(b) one other documentation of residence which must show an address identical to that shown on the photo identification form.
(2) A criminal history background check is required for the sale of a handgun by a licensed firearm dealer in the state.",,,,,,,,1
UT1003,Utah,UT,49,Background checks for sales from dealers - handguns,,,,,,,,,No law requiring background checks for sales from dealers of handguns,,1,,,,,,
UT1004,Utah,UT,49,Background checks for sales from dealers - long guns,Permissive,Implement,11/30/1998,,11,30,1998,Utah Code Ann. § 76-10-526,"§ 76-10-526.  Criminal background check prior to purchase of a firearm — Fee — Exemption for concealed firearm permit holders.
(1) A criminal background check required by this section shall only apply to the purchase of a handgun until federal law requires the background check to extend to other firearms.
(2) At the time that federal law extends the criminal background check requirement to other firearms, the division shall make rules to extend the background checks required under this section to the other firearms.",,,,,,,,1
UT1005,Utah,UT,49,Carrying a concealed weapon (CCW) - may issue,Permissive,Implement,1/1/1973,"Not sure about day + month, so using January 1.",1,1,1973,Utah Code Ann. § 53-5-704,"(1) The division or its designated agent, upon proof that the person applying is of good character, and upon the showing of cause shall issue to the person, within 60 days after receiving an application, a permit to carry a concealed firearm. The permit is valid throughout the state, without restriction, for two years.
(2) An applicant satisfactorily demonstrates good character if he:
   (a) is 21 years of age or older;
   (b) has not been convicted of a felony;
   (c) has not been convicted of any crime of violence;
   (d) has not been convicted of any offenses involving the use of alcohol;
   (e) has not been convicted of any offense involving the unlawful use of narcotics or other controlled substances;
   (f) has not been convicted of any offenses involving moral turpitude; and
   (g) has not been adjudicated by a court of a state or of the United States as mentally incompetent, unless the adjudication has been withdrawn or reversed.
(3) In assessing good character under Subsection (2), the licensing authority shall consider mitigating circumstances.
(4) The licensing authority shall also require the applicant to provide:
   (a) letters of character reference;
   (b) two recent dated photographs;
   (c) two sets of fingerprints;
   (d) a five-year employment history;
   (e) a five-year residential history; and
   (f) evidence of weapons familiarity.",5/1/1995,1,,,,,,1
UT1006,Utah,UT,49,Carrying a concealed weapon (CCW) - shall issue,Permissive,Modify,5/1/1995,,5,1,1995,Utah Code Ann. § 53-5-704,"(1) (a) The bureau shall issue a permit to carry a concealed firearm for lawful self defense to an applicant who is 21 years of age or older within 60 days after receiving an application, unless the bureau finds proof that the applicant does not meet the qualifications set forth in Subsection (2). ... 
(2) (a) The bureau may deny, suspend, or revoke a concealed firearm permit if the applicant or permit holder:
    (I) has been or is convicted of a felony;
    (ii) has been or is convicted of a crime of violence;
    (iii) has been or is convicted of an offense involving the use of alcohol;
    (iv) has been or is convicted of an offense involving the unlawful use of narcotics or other controlled substances;
    (v) has been or is convicted of an offense involving moral turpitude;
    (vi) has been or is convicted of an offense involving domestic violence;
    (vii) has been or is adjudicated by a state or federal court as mentally incompetent, unless the adjudication has been withdrawn or reversed; and
    (viii) is not qualified to purchase and possess a firearm pursuant to Section 76-10-503 and federal law.
(b) In determining whether an applicant or permit holder meets the qualifications set forth in Subsection (2)(a), the bureau shall consider mitigating circumstances.",,,,,,,,1
